,cand_id,cand_name,cand_pty_affliation,result
2007,H4TN011442014,"FRANKLIN, ROBERT D                                                                                                                                                                                      ",IND,0
2008,H4TN020762014,"GOUGE, CASEY ADAM                                                                                                                                                                                       ",IND,0
2009,H4TN031812014,"MITCHELL, CASSANDRA J                                                                                                                                                                                   ",IND,0
2010,H4TN041712014,"SHERRELL, LENDA                                                                                                                                                                                         ",DEM,0
2011,H4TN042132014,"DOGGART, ROBERT RANKIN                                                                                                                                                                                  ",IND,0
2012,H4TN051032014,"DEAKIN, PAUL                                                                                                                                                                                            ",IND,0
2013,H4TN061682014,"POWERS, AMOS SCOTT                                                                                                                                                                                      ",DEM,0
2014,H4TN061842014,"WINTON, MIKE                                                                                                                                                                                            ",IND,0
2015,H4TN071172014,"CRAMER, DANIEL NELSON                                                                                                                                                                                   ",DEM,0
2016,H4TN090712014,"ALBERSON, FLOYD WAYNE                                                                                                                                                                                   ",IND,0
2017,H4TX021082014,"POE, TED                                                                                                                                                                                                ",REP,1
2018,H4TX021082012,"POE, TED                                                                                                                                                                                                ",REP,1
2019,H4TX021572014,"LETSOS, NIKO                                                                                                                                                                                            ",DEM,0
2020,H4TX021732014,"VEASAW, JAMES B.                                                                                                                                                                                        ",LIB,0
2021,H4TX030982014,"BLAIR, PAUL                                                                                                                                                                                             ",GRE,0
2022,H4TX040392014,"GOHMERT, LOUIE                                                                                                                                                                                          ",REP,1
2023,H4TX040392012,"GOHMERT, LOUIE                                                                                                                                                                                          ",REP,1
2024,H4TX041532014,"RATCLIFFE, JOHN LEE                                                                                                                                                                                     ",REP,1
2025,H4TX061172014,"BARTON, JOE LINUS                                                                                                                                                                                       ",REP,1
2026,H4TX061172012,"BARTON, JOE LINUS                                                                                                                                                                                       ",REP,1
2027,H4TX070732014,"FOWLER, GERALD                                                                                                                                                                                          ",LIB,0
2028,H4TX081052014,"PETTY, KEN                                                                                                                                                                                              ",LIB,0
2029,H4TX090952014,"GREEN, ALEXANDER                                                                                                                                                                                        ",DEM,1
2030,H4TX090952012,"GREEN, ALEXANDER                                                                                                                                                                                        ",DEM,1
2031,H4TX091292014,"JOHNSON, JOHNNY                                                                                                                                                                                         ",LIB,0
2032,H4TX100282014,"DOGGETT, LLOYD                                                                                                                                                                                          ",DEM,1
2033,H4TX100282012,"DOGGETT, LLOYD                                                                                                                                                                                          ",DEM,1
2034,H4TX100932012,"MCCAUL, MICHAEL                                                                                                                                                                                         ",REP,1
2035,H4TX100932014,"MCCAUL, MICHAEL                                                                                                                                                                                         ",REP,1
2036,H4TX101842014,"KELSEY, BILL                                                                                                                                                                                            ",LIB,0
2037,H4TX110342014,"LANGE, RYAN T.                                                                                                                                                                                          ",LIB,0
2038,H4TX120322014,"COLLIVER, ED                                                                                                                                                                                            ",LIB,0
2039,H4TX130142014,"THORNBERRY, MAC                                                                                                                                                                                         ",REP,1
2040,H4TX130142012,"THORNBERRY, MAC                                                                                                                                                                                         ",REP,1
2041,H4TX130632014,"MINTER, MICHAEL GENE                                                                                                                                                                                    ",DEM,0
2042,H4TX130712014,"PIVODA, EMILY                                                                                                                                                                                           ",LIB,0
2043,H4TX140792014,"BROWN, DONALD GLENN JR                                                                                                                                                                                  ",DEM,0
2044,H4TX160822014,"PEREZ, JAIME O.                                                                                                                                                                                         ",LIB,0
2045,H4TX170982014,"HAYNES, NICHOLAS OWEN                                                                                                                                                                                   ",DEM,0
2046,H4TX171062014,"HAMILTON, SHAWN MICHAEL                                                                                                                                                                                 ",LIB,0
2047,H4TX181122014,"DUNCAN, VINCE                                                                                                                                                                                           ",IND,0
2048,H4TX191022014,"NEUGEBAUER, RANDY HONORABLE                                                                                                                                                                             ",REP,1
2049,H4TX191022012,"NEUGEBAUER, RANDY HONORABLE                                                                                                                                                                             ",REP,1
2050,H4TX191362012,"CONAWAY, MICHAEL HONORABLE                                                                                                                                                                              ",REP,1
2051,H4TX191362014,"CONAWAY, MICHAEL HONORABLE                                                                                                                                                                              ",REP,1
2052,H4TX192352014,"PETERSON, RICHARD                                                                                                                                                                                       ",LIB,0
2053,H4TX192352012,"PETERSON, RICHARD                                                                                                                                                                                       ",LIB,0
2054,H4TX192762014,"MARCHBANKS, JAMES NEAL                                                                                                                                                                                  ",DEM,0
2055,H4TX221712014,"BRISCOE, FRANK                                                                                                                                                                                          ",DEM,0
2056,H4TX221892014,"LAPHAM, ROB                                                                                                                                                                                             ",LIB,0
2057,H4TX230882014,"CORVALAN, RUBEN                                                                                                                                                                                         ",LIB,0
2058,H4TX240942014,"MARCHANT, KENNY E MR.                                                                                                                                                                                   ",REP,1
2059,H4TX240942012,"MARCHANT, KENNY E MR.                                                                                                                                                                                   ",REP,1
2060,H4TX241512014,"KOLLS, MIKE                                                                                                                                                                                             ",LIB,0
2061,H4TX251742014,"BETZ, JOHN                                                                                                                                                                                              ",LIB,0
2062,H4TX270552014,"REED, WESLEY CRAIG                                                                                                                                                                                      ",DEM,0
2063,H4TX270632014,"SIMONSON, ROXANNE                                                                                                                                                                                       ",LIB,0
2064,H4TX280462014,"CANSECO, FRANCISCO 'QUICO'                                                                                                                                                                              ",REP,0
2065,H4TX280462012,"CANSECO, FRANCISCO RAUL QUICO R.                                                                                                                                                                        ",REP,0
2066,H4TX280792014,"AIKENS, WILLIAM                                                                                                                                                                                         ",LIB,0
2067,H4TX300342014,"KOCH, MAX W., III                                                                                                                                                                                       ",LIB,0
2068,H4TX310402014,"MINOR, LOUIE JR                                                                                                                                                                                         ",DEM,0
2069,H4TX320302014,"PEREZ, FRANK ANTHONY                                                                                                                                                                                    ",DEM,0
2070,H4TX330202014,"REEVES, JASON                                                                                                                                                                                           ",LIB,0
2071,H4TX340102014,"SMITH, LARRY STANLEY                                                                                                                                                                                    ",REP,0
2072,H4TX360802014,"VEACH, RODNEY                                                                                                                                                                                           ",LIB,0
2073,H4UT011082014,"BOWDEN, CRAIG RICHARD                                                                                                                                                                                   ",LIB,0
2074,H4UT021972014,"ROBLES, LUZ M                                                                                                                                                                                           ",DEM,0
2075,H4UT022212014,"MCCAUSLAND, SHAUN                                                                                                                                                                                       ",CON,0
2076,H4UT031952014,"STRONG, ZACK                                                                                                                                                                                            ",IAP,0
2077,H4UT040112014,"OWENS, H DOUGLAS                                                                                                                                                                                        ",DEM,0
2078,H4UT040522014,"AALDERS, TIM                                                                                                                                                                                            ",IAP,0
2079,H4VA010702014,"MOSHER, NORMAN GARDNER                                                                                                                                                                                  ",DEM,0
2080,H4VA020522014,"PATRICK, SUZANNE D                                                                                                                                                                                      ",DEM,0
2081,H4VA040332014,"FAUSZ, ELLIOTT GRAYSON                                                                                                                                                                                  ",DEM,0
2082,H4VA040412014,"BROWN, BO C                                                                                                                                                                                             ",LIB,0
2083,H4VA050482014,"GAUGHAN, WALTER LAWRENCE                                                                                                                                                                                ",DEM,0
2084,H4VA050552014,"JONES, PAUL FRANCIS                                                                                                                                                                                     ",LIB,0
2085,H4VA060202014,"HAMMER, WILLIAM M WILL                                                                                                                                                                                  ",LIB,0
2086,H4VA071432014,"BRAT, DAVID ALAN                                                                                                                                                                                        ",REP,1
2087,H4VA071502014,"TRAMMELL, JOHN K                                                                                                                                                                                        ",DEM,0
2088,H4VA071682014,"CARR, JAMES AVARETT JR                                                                                                                                                                                  ",LIB,0
2089,H4VA081822014,"EDMOND, MICAH K                                                                                                                                                                                         ",REP,0
2090,H4VA082242014,"BEYER, DONALD STERNOFF JR                                                                                                                                                                               ",DEM,1
2091,H4VA083312014,"BECK, GWENDOLYN                                                                                                                                                                                         ",IND,0
2092,H4VA100712014,"FOUST, JOHN                                                                                                                                                                                             ",DEM,0
2093,H4VA100892014,"COMSTOCK, BARBARA J                                                                                                                                                                                     ",REP,1
2094,H4VA110872014,"SCHOLTE, SUZANNE                                                                                                                                                                                        ",REP,0
2095,H4VA111032014,"HARROLD, MARC                                                                                                                                                                                           ",LIB,0
2096,H4WA021572014,"GUILLOT, B J                                                                                                                                                                                            ",REP,0
2097,H4WA031142014,"DINGETHAL, BOB                                                                                                                                                                                          ",DEM,0
2098,H4WA040882014,"DIDIER, CLINT                                                                                                                                                                                           ",REP,1
2099,H4WA041042014,"NEWHOUSE, DANIEL MILTON                                                                                                                                                                                 ",REP,1
2100,H4WA050772012,"RODGERS, CATHY MCMORRIS                                                                                                                                                                                 ",REP,1
2101,H4WA050772014,"MCMORRIS RODGERS, CATHY                                                                                                                                                                                 ",REP,1
2102,H4WA051272014,"PAKOOTAS, JOSEPH A                                                                                                                                                                                      ",DEM,0
2103,H4WA060752014,"MCCLENDON, MARTIN                                                                                                                                                                                       ",REP,0
2104,H4WA070732014,"KELLER, CRAIG                                                                                                                                                                                           ",REP,0
2105,H4WA080712012,"REICHERT, DAVE                                                                                                                                                                                          ",REP,1
2106,H4WA080712014,"REICHERT, DAVE                                                                                                                                                                                          ",REP,1
2107,H4WA081212014,"RITCHIE, JASON                                                                                                                                                                                          ",DEM,0
2108,H4WA090612014,"BASLER, DOUGLAS MICHAEL                                                                                                                                                                                 ",REP,0
2109,H4WA100102014,"MCDONALD, JOYCE                                                                                                                                                                                         ",REP,0
2110,H4WI031442014,"KURTZ, TONY                                                                                                                                                                                             ",REP,0
2111,H4WI041832014,"MOORE, GWEN S                                                                                                                                                                                           ",DEM,1
2112,H4WI041832012,"MOORE, GWENDOLYNNE                                                                                                                                                                                      ",DEM,1
2113,H4WI042662014,"RAYMOND, ROBERT                                                                                                                                                                                         ",IND,0
2114,H4WI050992014,"ROCKWOOD, CHRISTOPHER B                                                                                                                                                                                 ",DEM,0
2115,H4WI060482014,"GROTHMAN, GLENN S                                                                                                                                                                                       ",REP,1
2116,H4WI060712014,"HARRIS, MARK L                                                                                                                                                                                          ",DEM,0
2117,H4WI061132014,"FAHRENDORF, GUS                                                                                                                                                                                         ",LIB,0
2118,H4WI070952014,"WESTLUND, KELLY                                                                                                                                                                                         ",DEM,0
2119,H4WI071112014,"DALE, LAWRENCE                                                                                                                                                                                          ",GRE,0
2120,H4WI080772014,"GRUETT, RON                                                                                                                                                                                             ",DEM,0
2121,H4WV020232012,"SWINT, HOWARD                                                                                                                                                                                           ",DEM,0
2122,H4WV020722014,"CASEY, GEORGE NICHOLAS JR                                                                                                                                                                               ",DEM,0
2123,H4WV020802014,"MOONEY, ALEXANDER XAVIER                                                                                                                                                                                ",REP,1
2124,H4WV021302014,"JONES, DAVY                                                                                                                                                                                             ",LIB,0
2125,H4WV030472012,"SNUFFER, RICHARD RAY MR.                                                                                                                                                                                ",REP,0
2126,H4WV030472012,"SNUFFER, RICHARD RAY MR.                                                                                                                                                                                ",REP,0
2127,H4WV030702014,"JENKINS, EVAN H                                                                                                                                                                                         ",REP,1
2128,H4WY001702014,"GRAYSON, RICHARD                                                                                                                                                                                        ",DEM,0
2129,H6AK000452012,"YOUNG, DONALD E                                                                                                                                                                                         ",REP,1
2130,H6AK000452014,"YOUNG, DONALD E                                                                                                                                                                                         ",REP,1
2131,H6AL040982014,"ADERHOLT, ROBERT B. REP.                                                                                                                                                                                ",REP,1
2132,H6AL040982012,"ADERHOLT, ROBERT BROWN                                                                                                                                                                                  ",REP,1
2133,H6AZ070222012,"COBB, JOE                                                                                                                                                                                               ",LIB,0
2134,H6AZ070222014,"COBB, JOE                                                                                                                                                                                               ",LIB,0
2135,H6CA051952014,"MATSUI, DORIS                                                                                                                                                                                           ",DEM,1
2136,H6CA051952012,"MATSUI, DORIS                                                                                                                                                                                           ",DEM,1
2137,H6CA070432014,"MILLER, GEORGE                                                                                                                                                                                          ",DEM,1
2138,H6CA070432012,"MILLER, GEORGE                                                                                                                                                                                          ",DEM,1
2139,H6CA090232012,"STARK, FORTNEY HILLMAN JR                                                                                                                                                                               ",DEM,1
2140,H6CA090232012,"STARK, FORTNEY HILLMAN JR                                                                                                                                                                               ",DEM,1
2141,H6CA221252014,"MCCARTHY, KEVIN                                                                                                                                                                                         ",REP,1
2142,H6CA221252012,"MCCARTHY, KEVIN                                                                                                                                                                                         ",REP,1
2143,H6CA240482014,"WAXMAN, HENRY A                                                                                                                                                                                         ",DEM,1
2144,H6CA240482012,"WAXMAN, HENRY A                                                                                                                                                                                         ",DEM,1
2145,H6CA241132014,"SHERMAN, BRAD                                                                                                                                                                                           ",DEM,1
2146,H6CA241132012,"SHERMAN, BRAD                                                                                                                                                                                           ",DEM,1
2147,H6CA341122012,"LUNGREN, DANIEL E.                                                                                                                                                                                      ",REP,0
2148,H6CA341122012,"LUNGREN, DANIEL E.                                                                                                                                                                                      ",REP,0
2149,H6CA390202014,"ROYCE, ED MR.                                                                                                                                                                                           ",REP,1
2150,H6CA390202012,"ROYCE, EDWARD R                                                                                                                                                                                         ",REP,1
2151,H6CA402342014,"CONAWAY, ROBERT DEAN                                                                                                                                                                                    ",DEM,0
2152,H6CA420992012,"BACA, JOE                                                                                                                                                                                               ",DEM,1
2153,H6CA420992014,"BACA, JOE                                                                                                                                                                                               ",DEM,1
2154,H6CA460332014,"SANCHEZ, LORETTA                                                                                                                                                                                        ",DEM,1
2155,H6CA460332012,"SANCHEZ, LORETTA                                                                                                                                                                                        ",DEM,1
2156,H6CA480392014,"CAMPBELL, JOHN BT III                                                                                                                                                                                   ",REP,1
2157,H6CA480392012,"CAMPBELL, JOHN BT III                                                                                                                                                                                   ",REP,1
2158,H6CO011412014,"DEGETTE, DIANA L.                                                                                                                                                                                       ",DEM,1
2159,H6CO011412012,"DEGETTE, DIANA L.                                                                                                                                                                                       ",DEM,1
2160,H6CO031392014,"TIPTON, SCOTT R.                                                                                                                                                                                        ",REP,1
2161,H6CO031392012,"TIPTON, SCOTT R.                                                                                                                                                                                        ",REP,1
2162,H6CO051592014,"LAMBORN, DOUGLAS L                                                                                                                                                                                      ",REP,1
2163,H6CO051592012,"LAMBORN, DOUGLAS                                                                                                                                                                                        ",REP,1
2164,H6CO070232014,"PERLMUTTER, EDWIN G                                                                                                                                                                                     ",DEM,1
2165,H6CO070232012,"PERLMUTTER, EDWIN G                                                                                                                                                                                     ",DEM,1
2166,H6FL060352014,"YOUNG, C. W. BILL                                                                                                                                                                                       ",REP,1
2167,H6FL060352012,"YOUNG, C W BILL                                                                                                                                                                                         ",REP,1
2168,H6FL081302014,"KRULICK, AL                                                                                                                                                                                             ",NNE,0
2169,H6FL082132014,"GRAYSON, ALAN MARK                                                                                                                                                                                      ",DEM,1
2170,H6FL082132012,"GRAYSON, ALAN MARK                                                                                                                                                                                      ",DEM,1
2171,H6FL082472012,"LONG, WILLIAM TODD                                                                                                                                                                                      ",REP,0
2172,H6FL082472012,"LONG, WILLIAM TODD                                                                                                                                                                                      ",REP,0
2173,H6FL090702014,"BILIRAKIS, GUS M                                                                                                                                                                                        ",REP,1
2174,H6FL090702012,"BILIRAKIS, GUS MICHAEL                                                                                                                                                                                  ",REP,1
2175,H6FL111262012,"CASTOR, KATHY                                                                                                                                                                                           ",DEM,1
2176,H6FL111262014,"CASTOR, KATHY                                                                                                                                                                                           ",DEM,1
2177,H6FL131482014,"BUCHANAN, VERNON                                                                                                                                                                                        ",REP,1
2178,H6FL131482012,"BUCHANAN, VERNON                                                                                                                                                                                        ",REP,1
2179,H6FL170322006,"NEREE, DUFIRSTSON                                                                                                                                                                                       ",DEM,0
2180,H6FL170322014,"NEREE, DUFIRSTSON JULIO                                                                                                                                                                                 ",REP,0
2181,H6GA041292014,"JOHNSON, HENRY C 'HANK'                                                                                                                                                                                 ",DEM,1
2182,H6GA041292012,"JOHNSON, HENRY C 'HANK'                                                                                                                                                                                 ",DEM,1
2183,H6GA052172012,"LEWIS, JOHN R.                                                                                                                                                                                          ",DEM,1
2184,H6GA052172014,"LEWIS, JOHN R.                                                                                                                                                                                          ",DEM,1
2185,H6GA092272012,"BROWN, BRIAN RUSSELL                                                                                                                                                                                    ",NNE,0
2186,H6IA010982014,"BRALEY, BRUCE L                                                                                                                                                                                         ",DEM,1
2187,H6IA010982012,"BRALEY, BRUCE L                                                                                                                                                                                         ",DEM,1
2188,H6IA021462014,"LOEBSACK, DAVID WAYNE                                                                                                                                                                                   ",DEM,1
2189,H6IA021462012,"LOEBSACK, DAVID WAYNE                                                                                                                                                                                   ",DEM,1
2190,H6IA031442012,"BOSWELL, LEONARD L.                                                                                                                                                                                     ",DEM,0
2191,H6IA031442012,"BOSWELL, LEONARD L.                                                                                                                                                                                     ",DEM,0
2192,H6IL021242014,"JACKSON, JESSE L JR                                                                                                                                                                                     ",DEM,1
2193,H6IL021242012,"JACKSON, JESSE JR                                                                                                                                                                                       ",DEM,1
2194,H6IL051502014,"KOLBER, VINCENT A                                                                                                                                                                                       ",REP,0
2195,H6IL061172014,"ROSKAM, PETER                                                                                                                                                                                           ",REP,1
2196,H6IL061172012,"ROSKAM, PETER                                                                                                                                                                                           ",REP,1
2197,H6IL061412014,"DUCKWORTH, L. TAMMY                                                                                                                                                                                     ",DEM,1
2198,H6IL061412012,"DUCKWORTH, L. TAMMY                                                                                                                                                                                     ",DEM,1
2199,H6IN000272012,"BOYD, KEVIN ROBERT                                                                                                                                                                                      ",DEM,0
2200,H6IN000272012,"BOYD, KEVIN ROBERT                                                                                                                                                                                      ",DEM,0
2201,H6KS011462014,"HUELSKAMP, TIMOTHY A REPRESENTA                                                                                                                                                                         ",REP,1
2202,H6KS011462012,"HUELSKAMP, TIMOTHY A REPRESENTA                                                                                                                                                                         ",REP,1
2203,H6KY031242014,"YARMUTH, JOHN A                                                                                                                                                                                         ",DEM,1
2204,H6KY031242012,"YARMUTH, JOHN A MR                                                                                                                                                                                      ",DEM,1
