,cand_id,cand_name,cand_pty_affliation,cand_election_yr,result
2229,H6MO01246,"CUNNINGHAM, ROBB E.                                                                                                                                                                                     ",LIB,2014  ,0
2230,H6MO01246,"CUNNINGHAM, ROBB E.                                                                                                                                                                                     ",LIB,2012  ,0
2231,H6MO05189,"TURK, JACOB                                                                                                                                                                                             ",REP,2014  ,0
2232,H6MO05189,"TURK, JACOB                                                                                                                                                                                             ",REP,2012  ,0
2233,H6MO05197,"LANGKRAEHR, RANDALL DAVID (RANDY)                                                                                                                                                                       ",LIB,2014  ,0
2234,H6MO05197,"LANGKRAEHR, RANDALL DAVID (RANDY)                                                                                                                                                                       ",LIB,2012  ,0
2235,H6MO08084,"EMERSON, JOANN                                                                                                                                                                                          ",REP,2012  ,1
2236,H6MO08084,"EMERSON, JOANN                                                                                                                                                                                          ",REP,2014  ,1
2237,H6NC04037,"PRICE, DAVID                                                                                                                                                                                            ",DEM,2012  ,1
2238,H6NC04037,"PRICE, DAVID E.                                                                                                                                                                                         ",DEM,2014  ,1
2239,H6NC08111,"KISSELL, LARRY W                                                                                                                                                                                        ",DEM,2012  ,0
2240,H6NC08111,"KISSELL, LARRY W                                                                                                                                                                                        ",DEM,2012  ,0
2241,H6NH01230,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,2014  ,0
2242,H6NH01230,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,2012  ,0
2243,H6NH01230,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,2014  ,1
2244,H6NH01230,"SHEA-PORTER, CAROL                                                                                                                                                                                      ",DEM,2012  ,1
2245,H6NJ06187,"CHIVUKULA, UPENDRA J                                                                                                                                                                                    ",DEM,2014  ,0
2246,H6NJ06187,"CHIVUKULA, UPENDRA J                                                                                                                                                                                    ",DEM,2012  ,0
2247,H6NJ08118,"PASCRELL, WILLIAM J. HON. JR.                                                                                                                                                                           ",DEM,2014  ,1
2248,H6NJ08118,"PASCRELL, WILLIAM J JR                                                                                                                                                                                  ",DEM,2012  ,1
2249,H6NJ09058,"SHAW, HERBERT H                                                                                                                                                                                         ",OTH,2014  ,0
2250,H6NJ12136,"LANCE, LEONARD                                                                                                                                                                                          ",REP,2012  ,1
2251,H6NJ12136,"LANCE, LEONARD                                                                                                                                                                                          ",REP,2014  ,1
2252,H6NJ12144,"HOLT, RUSH D.                                                                                                                                                                                           ",DEM,2014  ,1
2253,H6NJ12144,"HOLT, RUSH D.                                                                                                                                                                                           ",DEM,2012  ,1
2254,H6NJ13191,"SIRES, ALBIO                                                                                                                                                                                            ",DEM,2014  ,1
2255,H6NJ13191,"SIRES, ALBIO                                                                                                                                                                                            ",DEM,2012  ,1
2256,H6NJ13225,"SHAW, HERBERT H.                                                                                                                                                                                        ",OTH,2012  ,0
2257,H6NY03031,"SLAUGHTER, LOUISE M                                                                                                                                                                                     ",DEM,2012  ,1
2258,H6NY03031,"SLAUGHTER, LOUISE MCINTOSH                                                                                                                                                                              ",DEM,2014  ,1
2259,H6NY04112,"MCCARTHY, CAROLYN                                                                                                                                                                                       ",DEM,2014  ,1
2260,H6NY04112,"MCCARTHY, CAROLYN                                                                                                                                                                                       ",DEM,2012  ,1
2261,H6NY12115,"ROMAGUERA, ALLAN E.                                                                                                                                                                                     ",CRV,2014  ,0
2262,H6NY17130,"DIAFERIA, JOSEPH P                                                                                                                                                                                      ",GRE,2012  ,0
2263,H6NY17130,"DIAFERIA, JOSEPH P                                                                                                                                                                                      ",GRE,2012  ,0
2264,H6NY19029,"RANGEL, CHARLES B                                                                                                                                                                                       ",DEM,2014  ,1
2265,H6NY19029,"RANGEL, CHARLES B                                                                                                                                                                                       ",DEM,2012  ,1
2266,H6NY25125,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,2014  ,0
2267,H6NY25125,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,2012  ,0
2268,H6NY25125,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,2014  ,1
2269,H6NY25125,"MAFFEI, DANIEL BENJAMIN MR.                                                                                                                                                                             ",DEM,2012  ,1
2270,H6OH02110,"SINNARD, JEFFREY R                                                                                                                                                                                      ",DEM,2012  ,0
2271,H6OH04082,"JORDAN, JAMES D.                                                                                                                                                                                        ",REP,2012  ,1
2272,H6OH04082,"JORDAN, JAMES D.                                                                                                                                                                                        ",REP,2014  ,1
2273,H6OH06095,"WILSON, CHARLES A                                                                                                                                                                                       ",DEM,2012  ,0
2274,H6OH06095,"WILSON, CHARLES A                                                                                                                                                                                       ",DEM,2012  ,0
2275,H6OH11103,"BLANCHARD, DALE VIRGIL                                                                                                                                                                                  ",DEM,2012  ,0
2276,H6OH13133,"SUTTON, BETTY S                                                                                                                                                                                         ",DEM,2012  ,0
2277,H6OH13133,"SUTTON, BETTY S                                                                                                                                                                                         ",DEM,2012  ,0
2278,H6OK04098,"MURPHY, ROBERT T                                                                                                                                                                                        ",IND,2014  ,0
2279,H6OK04098,"MURPHY, ROBERT T                                                                                                                                                                                        ",IND,2012  ,0
2280,H6OR02116,"WALDEN, GREGORY P MR.                                                                                                                                                                                   ",REP,2014  ,1
2281,H6OR02116,"WALDEN, GREGORY P MR.                                                                                                                                                                                   ",REP,2012  ,1
2282,H6OR03064,"BLUMENAUER, EARL                                                                                                                                                                                        ",DEM,2014  ,1
2283,H6OR03064,"BLUMENAUER, EARL                                                                                                                                                                                        ",DEM,2012  ,1
2284,H6OR04047,"DEFAZIO, PETER A.                                                                                                                                                                                       ",DEM,2014  ,1
2285,H6OR04047,"DEFAZIO, PETER A                                                                                                                                                                                        ",DEM,2012  ,1
2286,H6PA16197,"PITTS, JOSEPH R                                                                                                                                                                                         ",REP,2014  ,1
2287,H6PA16197,"PITTS, JOSEPH R.                                                                                                                                                                                        ",REP,2012  ,1
2288,H6PA16288,"MURPHY, JOHN ANDREW                                                                                                                                                                                     ",IND,2012  ,0
2289,H6PA16288,"MURPHY, JOHN ANDREW                                                                                                                                                                                     ",IND,2012  ,0
2290,H6PA17120,"STILP, GENE                                                                                                                                                                                             ",DEM,2012  ,0
2291,H6PA17120,"STILP, GENE                                                                                                                                                                                             ",DEM,2012  ,0
2292,H6TN01388,"ROE, DAVID PHILLIP DR.                                                                                                                                                                                  ",REP,2014  ,1
2293,H6TN01388,"ROE, DAVID PHILLIP DR.                                                                                                                                                                                  ",REP,2012  ,1
2294,H6TN09068,"COHEN, STEPHEN IRA                                                                                                                                                                                      ",DEM,2012  ,1
2295,H6TN09068,"COHEN, STEPHEN IRA                                                                                                                                                                                      ",DEM,2014  ,1
2296,H6TX02079,"BABIN, BRIAN                                                                                                                                                                                            ",REP,2014  ,1
2297,H6TX08100,"BRADY, KEVIN                                                                                                                                                                                            ",REP,2014  ,1
2298,H6TX08100,"BRADY, KEVIN                                                                                                                                                                                            ",REP,2012  ,1
2299,H6TX09033,"LAMPSON, NICHOLAS                                                                                                                                                                                       ",DEM,2012  ,0
2300,H6TX09033,"LAMPSON, NICHOLAS                                                                                                                                                                                       ",DEM,2012  ,0
2301,H6TX12060,"GRANGER, KAY                                                                                                                                                                                            ",REP,2014  ,1
2302,H6TX12060,"GRANGER, KAY                                                                                                                                                                                            ",REP,2012  ,1
2303,H6TX15055,"HINOJOSA, RUBEN E.                                                                                                                                                                                      ",DEM,2014  ,1
2304,H6TX15055,"HINOJOSA, RUBEN E.                                                                                                                                                                                      ",DEM,2012  ,1
2305,H6TX15113,"ZAMORA, EDDIE                                                                                                                                                                                           ",REP,2014  ,0
2306,H6TX15113,"ZAMORA, EDDIE                                                                                                                                                                                           ",REP,2012  ,0
2307,H6TX21012,"SMITH, LAMAR                                                                                                                                                                                            ",REP,2012  ,1
2308,H6TX21012,"SMITH, LAMAR                                                                                                                                                                                            ",REP,2014  ,1
2309,H6TX22143,"STOCKMAN, STEVE                                                                                                                                                                                         ",REP,2014  ,1
2310,H6TX22143,"STOCKMAN, STEVE                                                                                                                                                                                         ",REP,2012  ,1
2311,H6VA01117,"SCOTT, ROBERT C.                                                                                                                                                                                        ",DEM,2014  ,1
2312,H6VA01117,"SCOTT, ROBERT C                                                                                                                                                                                         ",DEM,2012  ,1
2313,H6VA10050,"WOLF, FRANK R.                                                                                                                                                                                          ",REP,2014  ,1
2314,H6VA10050,"WOLF, FRANK R                                                                                                                                                                                           ",REP,2012  ,1
2315,H6VT00160,"WELCH, PETER                                                                                                                                                                                            ",DEM,2014  ,1
2316,H6VT00160,"WELCH, PETER                                                                                                                                                                                            ",DEM,2012  ,1
2317,H6WA09025,"SMITH, D ADAM                                                                                                                                                                                           ",DEM,2014  ,1
2318,H6WA09025,"SMITH, D ADAM                                                                                                                                                                                           ",DEM,2012  ,1
2319,H6WI03099,"KIND, RONALD JAMES                                                                                                                                                                                      ",DEM,2014  ,1
2320,H6WI03099,"KIND, RON                                                                                                                                                                                               ",DEM,2012  ,1
2321,H6WI08106,"WALL, JAMES RICHARD JR                                                                                                                                                                                  ",DEM,2012  ,0
2322,H6WI08106,"WALL, JAMES RICHARD JR                                                                                                                                                                                  ",DEM,2012  ,0
2323,H6WV04057,"RAHALL, NICK J. II                                                                                                                                                                                      ",DEM,2014  ,1
2324,H6WV04057,"RAHALL, NICK JOE II                                                                                                                                                                                     ",DEM,2012  ,1
2325,H6WV04057,"RAHALL, NICK J. II                                                                                                                                                                                      ",DEM,2014  ,0
2326,H6WV04057,"RAHALL, NICK JOE II                                                                                                                                                                                     ",DEM,2012  ,0
2327,H8AZ01104,"KIRKPATRICK, ANN                                                                                                                                                                                        ",DEM,2014  ,1
2328,H8AZ01104,"KIRKPATRICK, ANN                                                                                                                                                                                        ",DEM,2012  ,1
2329,H8CA01109,"THOMPSON, MIKE MR.                                                                                                                                                                                      ",DEM,2012  ,1
2330,H8CA01109,"THOMPSON, MIKE MR.                                                                                                                                                                                      ",DEM,2014  ,1
2331,H8CA03105,"OSE, DOUG                                                                                                                                                                                               ",REP,2014  ,0
2332,H8CA03105,"OSE, DOUG                                                                                                                                                                                               ",REP,2008  ,0
2333,H8CA04152,"MCCLINTOCK, THOMAS                                                                                                                                                                                      ",REP,2014  ,1
2334,H8CA04152,"MCCLINTOCK, THOMAS                                                                                                                                                                                      ",REP,2012  ,1
2335,H8CA05035,"PELOSI, NANCY                                                                                                                                                                                           ",DEM,2014  ,1
2336,H8CA05035,"PELOSI, NANCY                                                                                                                                                                                           ",DEM,2012  ,1
2337,H8CA09060,"LEE, BARBARA                                                                                                                                                                                            ",DEM,2014  ,1
2338,H8CA09060,"LEE, BARBARA                                                                                                                                                                                            ",DEM,2012  ,1
2339,H8CA12098,"ESHOO, ANNA                                                                                                                                                                                             ",DEM,2014  ,1
2340,H8CA12098,"ESHOO, ANNA                                                                                                                                                                                             ",DEM,2012  ,1
2341,H8CA12171,"SPEIER, JACKIE                                                                                                                                                                                          ",DEM,2012  ,1
2342,H8CA12171,"SPEIER, JACKIE                                                                                                                                                                                          ",DEM,2014  ,1
2343,H8CA17089,"TAYLOR, JEFF                                                                                                                                                                                            ",REP,2012  ,0
2344,H8CA17089,"TAYLOR, JEFF                                                                                                                                                                                            ",REP,2012  ,0
2345,H8CA20059,"NUNES, DEVIN G                                                                                                                                                                                          ",REP,2014  ,1
2346,H8CA20059,"NUNES, DEVIN GERALD                                                                                                                                                                                     ",REP,2012  ,1
2347,H8CA22089,"CAPPS, LOIS G                                                                                                                                                                                           ",DEM,2014  ,1
2348,H8CA22089,"CAPPS, LOIS                                                                                                                                                                                             ",DEM,2012  ,1
2349,H8CA34068,"NAPOLITANO, GRACE                                                                                                                                                                                       ",DEM,2014  ,1
2350,H8CA34068,"NAPOLITANO, GRACE                                                                                                                                                                                       ",DEM,2012  ,1
2351,H8CA36097,"HAHN, JANICE                                                                                                                                                                                            ",DEM,2014  ,1
2352,H8CA36097,"HAHN, JANICE                                                                                                                                                                                            ",DEM,2012  ,1
2353,H8CA37137,"RICHARDSON, LAURA                                                                                                                                                                                       ",DEM,2012  ,1
2354,H8CA37137,"RICHARDSON, LAURA                                                                                                                                                                                       ",DEM,2012  ,1
2355,H8CA41063,"MILLER, GARY G                                                                                                                                                                                          ",REP,2014  ,1
2356,H8CA41063,"MILLER, GARY G                                                                                                                                                                                          ",REP,2012  ,1
2357,H8CA42061,"ROHRABACHER, DANA                                                                                                                                                                                       ",REP,2014  ,1
2358,H8CA42061,"ROHRABACHER, DANA                                                                                                                                                                                       ",REP,2012  ,1
2359,H8CA42210,"WILLIAMSON, MICHAEL DALE                                                                                                                                                                                ",DEM,2012  ,0
2360,H8CA42210,"WILLIAMSON, MICHAEL DALE                                                                                                                                                                                ",DEM,2012  ,0
2361,H8CA44034,"BONO MACK, MARY                                                                                                                                                                                         ",REP,2012  ,0
2362,H8CA44034,"BONO MACK, MARY                                                                                                                                                                                         ",REP,2012  ,0
2363,H8CA52052,"HUNTER, DUNCAN D.                                                                                                                                                                                       ",REP,2014  ,1
2364,H8CA52052,"HUNTER, DUNCAN D.                                                                                                                                                                                       ",REP,2012  ,1
2365,H8CA53019,"CRIMMINS, MICHAEL                                                                                                                                                                                       ",REP,2012  ,0
2366,H8CO02137,"POLIS, JARED                                                                                                                                                                                            ",DEM,2014  ,1
2367,H8CO02137,"POLIS, JARED                                                                                                                                                                                            ",DEM,2012  ,1
2368,H8CO06138,"COFFMAN, MICHAEL                                                                                                                                                                                        ",REP,2014  ,1
2369,H8CO06138,"COFFMAN, MICHAEL                                                                                                                                                                                        ",REP,2012  ,1
2370,H8CT01046,"LARSON, JOHN B                                                                                                                                                                                          ",DEM,2012  ,1
2371,H8CT01046,"LARSON, JOHN B                                                                                                                                                                                          ",DEM,2014  ,1
2372,H8CT02085,"REALE, DANIEL                                                                                                                                                                                           ",LIB,2012  ,0
2373,H8CT02085,"REALE, DANIEL J                                                                                                                                                                                         ",LIB,2014  ,0
2374,H8CT04172,"HIMES, JIM                                                                                                                                                                                              ",DEM,2014  ,1
2375,H8CT04172,"HIMES, JIM                                                                                                                                                                                              ",DEM,2012  ,1
2376,H8FL01099,"BRYAN, JAMES E                                                                                                                                                                                          ",DEM,2012  ,0
2377,H8FL01099,"BRYAN, JAMES E                                                                                                                                                                                          ",DEM,2014  ,0
2378,H8FL15107,"POSEY, BILL                                                                                                                                                                                             ",REP,2012  ,1
2379,H8FL15107,"POSEY, BILL                                                                                                                                                                                             ",REP,2014  ,1
2380,H8FL16022,"ROONEY, TOM MR.                                                                                                                                                                                         ",REP,2014  ,1
2381,H8FL16022,"ROONEY, TOM                                                                                                                                                                                             ",REP,2012  ,1
2382,H8FL22038,"WEST, ALLEN B MR.                                                                                                                                                                                       ",REP,2012  ,0
2383,H8FL22038,"WEST, ALLEN B MR.                                                                                                                                                                                       ",REP,2012  ,0
2384,H8FL25015,"GARCIA, JOE                                                                                                                                                                                             ",DEM,2014  ,0
2385,H8FL25015,"GARCIA, JOE                                                                                                                                                                                             ",DEM,2012  ,0
2386,H8FL25015,"GARCIA, JOE                                                                                                                                                                                             ",DEM,2014  ,1
2387,H8FL25015,"GARCIA, JOE                                                                                                                                                                                             ",DEM,2012  ,1
2388,H8GA08035,"CAIN, RONALD L                                                                                                                                                                                          ",UNK,2014  ,0
2389,H8GA10049,"BROUN, PAUL COLLINS                                                                                                                                                                                     ",REP,2012  ,1
2390,H8GA10049,"BROUN, PAUL COLLINS                                                                                                                                                                                     ",REP,2014  ,1
2391,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE                                                                                                                                                                          ",REP,2010  ,0
2392,H8IA02043,"MILLER-MEEKS, MARIANNETTE JANE                                                                                                                                                                          ",REP,2014  ,0
2393,H8ID02064,"SIMPSON, MICHAEL                                                                                                                                                                                        ",REP,2014  ,1
2394,H8ID02064,"SIMPSON, MICHAEL K                                                                                                                                                                                      ",REP,2012  ,1
2395,H8IL09067,"SCHAKOWSKY, JANICE D                                                                                                                                                                                    ",DEM,2012  ,1
2396,H8IL09067,"SCHAKOWSKY, JANICE D                                                                                                                                                                                    ",DEM,2014  ,1
2397,H8IL13069,"BIGGERT, JUDY                                                                                                                                                                                           ",REP,2012  ,0
2398,H8IL13069,"BIGGERT, JUDY                                                                                                                                                                                           ",REP,2012  ,0
2399,H8IL14067,"FOSTER, G. WILLIAM (BILL)                                                                                                                                                                               ",DEM,2012  ,1
2400,H8IL14067,"FOSTER, G. WILLIAM (BILL)                                                                                                                                                                               ",DEM,2014  ,1
2401,H8IL18043,"SCHOCK, AARON JON MR.                                                                                                                                                                                   ",REP,2012  ,1
2402,H8IL18043,"SCHOCK, AARON JON MR.                                                                                                                                                                                   ",REP,2014  ,1
2403,H8IN01096,"LEYVA, MARK J                                                                                                                                                                                           ",REP,2012  ,0
2404,H8IN01096,"LEYVA, MARK J                                                                                                                                                                                           ",REP,2014  ,0
2405,H8IN03068,"WISE, SCOTT                                                                                                                                                                                             ",LIB,2014  ,0
2406,H8IN07184,"CARSON, ANDRE                                                                                                                                                                                           ",DEM,2012  ,1
2407,H8IN07184,"CARSON, ANDRE                                                                                                                                                                                           ",DEM,2014  ,1
2408,H8IN07259,"PING, CATHERINE LOUISE ""CAT""                                                                                                                                                                            ",REP,2014  ,0
2409,H8IN07259,"PING, CATHERINE (CAT)                                                                                                                                                                                   ",REP,2012  ,0
2410,H8KS02090,"JENKINS, LYNN                                                                                                                                                                                           ",REP,2014  ,1
2411,H8KS02090,"JENKINS, LYNN                                                                                                                                                                                           ",REP,2012  ,1
2412,H8KS03056,"BALAM, JOEL                                                                                                                                                                                             ",LIB,2012  ,0
2413,H8KS03056,"BALAM, JOEL                                                                                                                                                                                             ",LIB,2012  ,0
2414,H8KY02031,"GUTHRIE, S. BRETT HON.                                                                                                                                                                                  ",REP,2012  ,1
2415,H8KY02031,"GUTHRIE, STEVEN BRETT                                                                                                                                                                                   ",REP,2014  ,1
2416,H8KY06065,"NEWBERRY, JAMES H JR                                                                                                                                                                                    ",DEM,2014  ,0
2417,H8LA00017,"CASSIDY, WILLIAM                                                                                                                                                                                        ",REP,2012  ,1
2418,H8LA00017,"CASSIDY, WILLIAM                                                                                                                                                                                        ",REP,2014  ,1
2419,H8LA02054,"RICHMOND, CEDRIC L.                                                                                                                                                                                     ",DEM,2012  ,1
2420,H8LA02054,"RICHMOND, CEDRIC L                                                                                                                                                                                      ",DEM,2014  ,1
2421,H8LA04225,"FLEMING, JOHN C MR. JR.                                                                                                                                                                                 ",REP,2012  ,1
2422,H8LA04225,"FLEMING, JOHN C MR. JR.                                                                                                                                                                                 ",REP,2014  ,1
2423,H8MA02041,"NEAL, RICHARD E MR.                                                                                                                                                                                     ",DEM,2014  ,1
