,cand_id,cand_name,cand_pty_affliation,result,degreecentrality
1580,H4NH022412014,"GARCIA, MARILINDA                                                                                                                                                                                       ",REP,0,0.0006162746199225681
1581,H4NJ010842014,"NORCROSS, DONALD W                                                                                                                                                                                      ",DEM,1,0.0002534677872262176
1582,H4NJ010922014,"COBB, GARY WILBERT                                                                                                                                                                                      ",REP,0,0.00020873817771570856
1583,H4NJ011422014,"TOMASZEWSKI, SCOT JOHN                                                                                                                                                                                  ",IND,0,
1584,H4NJ021402014,"HUGHES, WILLIAM J JR                                                                                                                                                                                    ",DEM,0,0.0008796823203733432
1585,H4NJ021732014,"SPANO, ALEXANDER                                                                                                                                                                                        ",OTH,0,
1586,H4NJ031062014,"BELGARD, AIMEE                                                                                                                                                                                          ",DEM,0,0.0024899482627516664
1587,H4NJ031302014,"MACARTHUR, THOMAS                                                                                                                                                                                       ",REP,1,0.0009244119298838523
1588,H4NJ040622012,"MARSHALL, LEONARD P                                                                                                                                                                                     ",NNE,0,
1589,H4NJ041202014,"SCOLAVINO, RUBEN M                                                                                                                                                                                      ",DEM,0,
1590,H4NJ041382014,"NEUMAN, SCOTT                                                                                                                                                                                           ",OTH,0,
1591,H4NJ051352014,"CHO, ROY                                                                                                                                                                                                ",DEM,0,0.001635115725439717
1592,H4NJ061092014,"WILKINSON, ANTHONY E                                                                                                                                                                                    ",REP,0,0.00018388839465431468
1593,H4NJ061172014,"GOIKHMAN, DORIT                                                                                                                                                                                         ",LIB,0,
1594,H4NJ070992014,"KOVACH, JANICE                                                                                                                                                                                          ",DEM,0,0.0001192789586946906
1595,H4NJ080712014,"TISCORNIA, JUDE ANTHONY                                                                                                                                                                                 ",REP,0,
1596,H4NJ091112014,"PAUL, DIERDRE                                                                                                                                                                                           ",REP,0,
1597,H4NJ091292014,"MONTILLA, NESTOR                                                                                                                                                                                        ",OTH,0,4.969956612278775e-06
1598,H4NJ101012014,"DENTLEY, YOLANDA                                                                                                                                                                                        ",REP,0,
1599,H4NJ101272014,"FRANKLIN, GWENDOLYN A.                                                                                                                                                                                  ",OTH,0,
1600,H4NJ110912014,"DUNEC, MARK S                                                                                                                                                                                           ",DEM,0,0.0001789184380420359
1601,H4NJ121232014,"ECK, ALIETA DR                                                                                                                                                                                          ",REP,0,0.0004721458781664837
1602,H4NJ121492014,"COLEMAN, BONNIE WATSON                                                                                                                                                                                  ",DEM,1,0.0014611672440099598
1603,H4NJ121722014,"DEZARN, DON                                                                                                                                                                                             ",OTH,0,
1604,H4NM011162014,"FRESE, MICHAEL HARRY                                                                                                                                                                                    ",REP,0,0.0006610042294330771
1605,H4NM020722014,"LARA, ROXANNE                                                                                                                                                                                           ",DEM,0,0.0022215706056886125
1606,H4NM020802014,"MCGRANN, JACK A                                                                                                                                                                                         ",REP,0,
1607,H4NM030882014,"HOOK, THOMAS F                                                                                                                                                                                          ",DEM,0,
1608,H4NV011532014,"TEIJEIRO, ANNETTE                                                                                                                                                                                       ",REP,0,9.939913224557552e-05
1609,H4NV011792014,"CHARLES, RICHARD ""RICARDO CARLOS""                                                                                                                                                                       ",LIB,0,
1610,H4NV021512014,"SPEES, KRISTEN                                                                                                                                                                                          ",DEM,0,2.981973967367265e-05
1611,H4NV031262014,"GOOSSEN, DAVID SCOTT                                                                                                                                                                                    ",IND,0,
1612,H4NV040172014,"HARDY, CRESENT                                                                                                                                                                                          ",REP,1,0.00028328752689989016
1613,H4NV040582014,"BROWN, STEVE                                                                                                                                                                                            ",LIB,0,
1614,H4NY020612014,"STEVENSON, WILLIAM D.                                                                                                                                                                                   ",GRE,0,
1615,H4NY030772014,"LALLY, GRANT M                                                                                                                                                                                          ",REP,0,0.00022364804755254487
1616,H4NY040752014,"RICE, KATHLEEN                                                                                                                                                                                          ",DEM,1,0.0026638967441814233
1617,H4NY040912014,"BLAKEMAN, BRUCE                                                                                                                                                                                         ",REP,0,0.0009592016261698037
1618,H4NY051062014,"STEINHARDT, ALLEN FRANK                                                                                                                                                                                 ",IND,0,
1619,H4NY071102014,"FERNANDEZ, JOSE LUIS                                                                                                                                                                                    ",REP,0,5.96394793473453e-05
1620,H4NY111382012,"CLARKE, YVETTE D                                                                                                                                                                                        ",DEM,1,0.00014909869836836326
1621,H4NY111382014,"CLARKE, YVETTE D                                                                                                                                                                                        ",DEM,1,0.00021370813432798733
1622,H4NY120522014,"DI IORIO, NICHOLAS S                                                                                                                                                                                    ",REP,0,0.00016400856820519957
1623,H4NY130762014,"RIVERA, DANIEL VILA                                                                                                                                                                                     ",GRE,0,9.93991322455755e-06
1624,H4NY140902014,"PERRI, ELIZABETH                                                                                                                                                                                        ",CRV,0,
1625,H4NY151212014,"RAMIREZ, EDUARDO                                                                                                                                                                                        ",CRV,0,
1626,H4NY171352014,"DAY, CHRIS                                                                                                                                                                                              ",REP,0,0.0002534677872262176
1627,H4NY181092014,"SMITH, SCOTT A                                                                                                                                                                                          ",NNE,0,
1628,H4NY191152014,"ELDRIDGE, SEAN                                                                                                                                                                                          ",DEM,0,0.0021420512998921518
1629,H4NY201212014,"FISCHER, JAMES M                                                                                                                                                                                        ",REP,0,0.0001590386115929208
1630,H4NY210792014,"STEFANIK, ELISE M.                                                                                                                                                                                      ",REP,1,0.001838883946543147
1631,H4NY211032014,"WOOLF, AARON                                                                                                                                                                                            ",DEM,0,0.0020525920808711342
1632,H4NY211112014,"FUNICIELLO, MATTHEW J                                                                                                                                                                                   ",GRE,0,6.460943595962409e-05
1633,H4NY230672014,"ROBERTSON, MARTHA                                                                                                                                                                                       ",DEM,0,0.0028577250520602955
1634,H4NY240732014,"KATKO, JOHN M                                                                                                                                                                                           ",REP,1,0.0015754762460923714
1635,H4NY260522014,"WEPPNER, KATHLEEN                                                                                                                                                                                       ",REP,0,6.460943595962409e-05
1636,H4NY270762014,"HIGGINS, BRIAN                                                                                                                                                                                          ",DEM,1,0.0002186780909402661
1637,H4NY270762012,"HIGGINS, BRIAN                                                                                                                                                                                          ",DEM,1,0.0006759140992699134
1638,H4NY271182014,"O'DONNELL, JAMES D.                                                                                                                                                                                     ",DEM,0,2.981973967367265e-05
1639,H4NY290982014,"ASSINI, MARK W                                                                                                                                                                                          ",REP,0,0.00030316735334900535
1640,H4OH021562014,"TYSZKIEWICZ, MAREK                                                                                                                                                                                      ",DEM,0,0.00023358796077710243
1641,H4OH040462014,"GARRETT, JANET PATRICIA                                                                                                                                                                                 ",DEM,0,0.00013915878514380572
1642,H4OH050432014,"FRY, ROBERT L                                                                                                                                                                                           ",DEM,0,3.4789696285951424e-05
1643,H4OH060742014,"GARRISON, JENNIFER D                                                                                                                                                                                    ",DEM,0,0.00043238622526825337
1644,H4OH060902014,"LAMBERT, DENNIS G.                                                                                                                                                                                      ",GRE,0,
1645,H4OH080702014,"POETTER, THOMAS                                                                                                                                                                                         ",DEM,0,0.0007902231013523252
1646,H4OH090862014,"HOFFMAN, CORY                                                                                                                                                                                           ",DEM,0,
1647,H4OH091022014,"MAY, RICHARD ANDREW                                                                                                                                                                                     ",REP,0,
1648,H4OH101672014,"KLEPINGER, ROBERT P                                                                                                                                                                                     ",DEM,0,
1649,H4OH110662014,"ZETZER, MARK                                                                                                                                                                                            ",REP,0,
1650,H4OH120642014,"HART, ROBERT M                                                                                                                                                                                          ",GRE,0,1.98798264491151e-05
1651,H4OH120722014,"TIBBS, DAVID ARTHUR                                                                                                                                                                                     ",DEM,0,
1652,H4OH131042014,"PASTORIUS, DAVID ALLEN                                                                                                                                                                                  ",UNK,0,
1653,H4OH141022014,"WAGER, MICHAEL                                                                                                                                                                                          ",DEM,0,0.0007653733182909312
1654,H4OH161152014,"CROSSLAND, PETE                                                                                                                                                                                         ",DEM,0,0.0001242489153069694
1655,H4OK021882014,"DOUTHITT, JON DAVID                                                                                                                                                                                     ",IND,0,
1656,H4OK041502014,"JOHNSON, DENNIS B.                                                                                                                                                                                      ",IND,0,
1657,H4OK050662014,"SMITH, BERT                                                                                                                                                                                             ",DEM,0,
1658,H4OK050662012,"SMITH, BERT                                                                                                                                                                                             ",DEM,0,
1659,H4OK051242014,"MCAFFREY, AL                                                                                                                                                                                            ",DEM,0,0.00013915878514380572
1660,H4OK051322014,"RUSSELL, STEVEN DANE                                                                                                                                                                                    ",REP,1,0.00011430900208241185
1661,H4OK060562012,"LUCAS, FRANK D.                                                                                                                                                                                         ",REP,1,0.0005069355744524352
1662,H4OK060562014,"LUCAS, FRANK D.                                                                                                                                                                                         ",REP,1,0.000571545010412059
1663,H4OR011132014,"YATES, WILLIAM JASON                                                                                                                                                                                    ",REP,0,1.98798264491151e-05
1664,H4OR021782014,"CHRISTOFFERSON, AELEA                                                                                                                                                                                   ",DEM,0,0.0003230471797981204
1665,H4OR022022014,"DURBIN, SHARON                                                                                                                                                                                          ",LIB,0,
1666,H4OR031012014,"BUCHAL, JAMES LAURENCE                                                                                                                                                                                  ",REP,0,1.4909869836836325e-05
1667,H4OR052392014,"SMITH, TOOTIE                                                                                                                                                                                           ",REP,0,8.945921902101794e-05
1668,H4OR052472014,"SANNES, MARVIN                                                                                                                                                                                          ",IND,0,
1669,H4PA000482014,"THOMPSON, LINDA                                                                                                                                                                                         ",DEM,0,
1670,H4PA011032014,"RATH, MEGAN ANN                                                                                                                                                                                         ",REP,0,0.00014909869836836326
1671,H4PA020512014,"JAMES, ARMOND                                                                                                                                                                                           ",REP,0,
1672,H4PA030752012,"PORTER, STEVEN CLARK                                                                                                                                                                                    ",IND,0,9.93991322455755e-06
1673,H4PA031092014,"LAVALLEE, DANIEL                                                                                                                                                                                        ",DEM,0,0.001172909760497791
1674,H4PA050622014,"TAYLOR, KERITH STRANO                                                                                                                                                                                   ",DEM,0,
1675,H4PA070922014,"BALCHUNIS, MARY ELLEN                                                                                                                                                                                   ",DEM,0,0.00019382830787887225
1676,H4PA080742012,"FITZPATRICK, MICHAEL G.                                                                                                                                                                                 ",REP,1,0.0034342400190846326
1677,H4PA080742014,"FITZPATRICK, MICHAEL G.                                                                                                                                                                                 ",REP,1,0.002509828089200781
1678,H4PA081082014,"STROUSE, KEVIN                                                                                                                                                                                          ",DEM,0,0.0016251758122151595
1679,H4PA100542014,"BRION, SCOTT FLOYD                                                                                                                                                                                      ",DEM,0,0.0004025664855945808
1680,H4PA100622014,"TROIANO, NICHOLAS ROBERT                                                                                                                                                                                ",IND,0,0.0002385579173893812
1681,H4PA110522014,"OSTROWSKI, ANDREW J                                                                                                                                                                                     ",DEM,0,1.4909869836836325e-05
1682,H4PA120432014,"MCCLELLAND, ERIN ROCHELE                                                                                                                                                                                ",DEM,0,0.0006262145331471258
1683,H4PA131242014,"SCHWARTZ, ALLYSON Y.                                                                                                                                                                                    ",DEM,1,1.98798264491151e-05
1684,H4PA131242012,"SCHWARTZ, ALLYSON Y.                                                                                                                                                                                    ",DEM,1,0.0024104289569552057
1685,H4PA131992014,"BOYLE, BRENDAN F                                                                                                                                                                                        ",DEM,1,0.0005417252707383865
1686,H4PA150872014,"DENT, CHARLES W REP                                                                                                                                                                                     ",REP,1,0.0011381200642118395
1687,H4PA150872012,"DENT, CHARLES W REP                                                                                                                                                                                     ",REP,1,0.0008250127976382768
1688,H4PA160852014,"HOUGHTON, THOMAS                                                                                                                                                                                        ",DEM,0,0.00014412874175608447
1689,H4PA181312014,"DOYLE, MIKE                                                                                                                                                                                             ",DEM,1,8.945921902101794e-05
1690,H4PA181312012,"DOYLE, MIKE                                                                                                                                                                                             ",DEM,1,0.00013418882853152693
1691,H4RI011252014,"LYNCH, CORMICK                                                                                                                                                                                          ",REP,0,1.98798264491151e-05
1692,H4RI021072014,"REIS, RHUE                                                                                                                                                                                              ",REP,0,1.4909869836836325e-05
1693,H4SC010732014,"SANFORD, MARSHALL C. HON.                                                                                                                                                                               ",REP,1,7.454934918418163e-05
1694,H4SC010731998,"SANFORD, MARSHALL C JR                                                                                                                                                                                  ",REP,1,
1695,H4SC020632014,"GEDDINGS, HAROLD, III                                                                                                                                                                                   ",OTH,0,
1696,H4SC040852014,"MCLAUGHLIN, CURTIS E.                                                                                                                                                                                   ",LIB,0,
1697,H4SC050582014,"ADAMS, THOMAS A                                                                                                                                                                                         ",DEM,0,9.442917563329671e-05
1698,H4SC060802014,"CULLER, ANTHONY PATRICK                                                                                                                                                                                 ",REP,0,
1699,H4SC060982014,"UMBAUGH, KEVIN ROBERT                                                                                                                                                                                   ",LIB,0,
1700,H4SD000492014,"ROBINSON, CORINNA                                                                                                                                                                                       ",DEM,0,0.00019382830787887225
1701,H4TN011442014,"FRANKLIN, ROBERT D                                                                                                                                                                                      ",IND,0,
1702,H4TN020762014,"GOUGE, CASEY ADAM                                                                                                                                                                                       ",IND,0,
1703,H4TN031812014,"MITCHELL, CASSANDRA J                                                                                                                                                                                   ",IND,0,
1704,H4TN041712014,"SHERRELL, LENDA                                                                                                                                                                                         ",DEM,0,0.0008150728844137191
1705,H4TN042132014,"DOGGART, ROBERT RANKIN                                                                                                                                                                                  ",IND,0,
1706,H4TN051032014,"DEAKIN, PAUL                                                                                                                                                                                            ",IND,0,
1707,H4TN061682014,"POWERS, AMOS SCOTT                                                                                                                                                                                      ",DEM,0,
1708,H4TN061842014,"WINTON, MIKE                                                                                                                                                                                            ",IND,0,
1709,H4TN071172014,"CRAMER, DANIEL NELSON                                                                                                                                                                                   ",DEM,0,
1710,H4TN090712014,"ALBERSON, FLOYD WAYNE                                                                                                                                                                                   ",IND,0,
1711,H4TX021082014,"POE, TED                                                                                                                                                                                                ",REP,1,0.0007653733182909312
1712,H4TX021082012,"POE, TED                                                                                                                                                                                                ",REP,1,0.0006759140992699134
1713,H4TX021572014,"LETSOS, NIKO                                                                                                                                                                                            ",DEM,0,
1714,H4TX021732014,"VEASAW, JAMES B.                                                                                                                                                                                        ",LIB,0,
1715,H4TX030982014,"BLAIR, PAUL                                                                                                                                                                                             ",GRE,0,
1716,H4TX040392014,"GOHMERT, LOUIE                                                                                                                                                                                          ",REP,1,0.0012325492398451365
1717,H4TX040392012,"GOHMERT, LOUIE                                                                                                                                                                                          ",REP,1,0.0008051329711891616
1718,H4TX041532014,"RATCLIFFE, JOHN LEE                                                                                                                                                                                     ",REP,1,0.0004721458781664837
1719,H4TX061172014,"BARTON, JOE LINUS                                                                                                                                                                                       ",REP,1,0.00036777678930862936
1720,H4TX061172012,"BARTON, JOE LINUS                                                                                                                                                                                       ",REP,1,0.0002584377438384963
1721,H4TX070732014,"FOWLER, GERALD                                                                                                                                                                                          ",LIB,0,
1722,H4TX081052014,"PETTY, KEN                                                                                                                                                                                              ",LIB,0,
1723,H4TX090952014,"GREEN, ALEXANDER                                                                                                                                                                                        ",DEM,1,0.00021370813432798733
1724,H4TX090952012,"GREEN, ALEXANDER                                                                                                                                                                                        ",DEM,1,0.00022364804755254487
1725,H4TX091292014,"JOHNSON, JOHNNY                                                                                                                                                                                         ",LIB,0,
1726,H4TX100282014,"DOGGETT, LLOYD                                                                                                                                                                                          ",DEM,1,0.0009095020600470158
1727,H4TX100282012,"DOGGETT, LLOYD                                                                                                                                                                                          ",DEM,1,0.0013120685456415966
1728,H4TX100932012,"MCCAUL, MICHAEL                                                                                                                                                                                         ",REP,1,0.00043238622526825337
1729,H4TX100932014,"MCCAUL, MICHAEL                                                                                                                                                                                         ",REP,1,0.0012325492398451365
1730,H4TX101842014,"KELSEY, BILL                                                                                                                                                                                            ",LIB,0,
1731,H4TX110342014,"LANGE, RYAN T.                                                                                                                                                                                          ",LIB,0,
1732,H4TX120322014,"COLLIVER, ED                                                                                                                                                                                            ",LIB,0,
1733,H4TX130142014,"THORNBERRY, MAC                                                                                                                                                                                         ",REP,1,0.0015605663762555356
1734,H4TX130142012,"THORNBERRY, MAC                                                                                                                                                                                         ",REP,1,0.0007256136653927013
1735,H4TX130632014,"MINTER, MICHAEL GENE                                                                                                                                                                                    ",DEM,0,
1736,H4TX130712014,"PIVODA, EMILY                                                                                                                                                                                           ",LIB,0,
1737,H4TX140792014,"BROWN, DONALD GLENN JR                                                                                                                                                                                  ",DEM,0,4.472960951050898e-05
1738,H4TX160822014,"PEREZ, JAIME O.                                                                                                                                                                                         ",LIB,0,
1739,H4TX170982014,"HAYNES, NICHOLAS OWEN                                                                                                                                                                                   ",DEM,0,
1740,H4TX171062014,"HAMILTON, SHAWN MICHAEL                                                                                                                                                                                 ",LIB,0,
1741,H4TX181122014,"DUNCAN, VINCE                                                                                                                                                                                           ",IND,0,
1742,H4TX191022014,"NEUGEBAUER, RANDY HONORABLE                                                                                                                                                                             ",REP,1,0.0004174763554314171
1743,H4TX191022012,"NEUGEBAUER, RANDY HONORABLE                                                                                                                                                                             ",REP,1,0.0006361544463716832
1744,H4TX191362012,"CONAWAY, MICHAEL HONORABLE                                                                                                                                                                              ",REP,1,0.0006361544463716832
1745,H4TX191362014,"CONAWAY, MICHAEL HONORABLE                                                                                                                                                                              ",REP,1,0.0017046951180116198
1746,H4TX192352014,"PETERSON, RICHARD                                                                                                                                                                                       ",LIB,0,
1747,H4TX192352012,"PETERSON, RICHARD                                                                                                                                                                                       ",LIB,0,
1748,H4TX192762014,"MARCHBANKS, JAMES NEAL                                                                                                                                                                                  ",DEM,0,7.454934918418163e-05
1749,H4TX221712014,"BRISCOE, FRANK                                                                                                                                                                                          ",DEM,0,
1750,H4TX221892014,"LAPHAM, ROB                                                                                                                                                                                             ",LIB,0,
1751,H4TX230882014,"CORVALAN, RUBEN                                                                                                                                                                                         ",LIB,0,
1752,H4TX240942014,"MARCHANT, KENNY E MR.                                                                                                                                                                                   ",REP,1,0.00019382830787887225
1753,H4TX240942012,"MARCHANT, KENNY E MR.                                                                                                                                                                                   ",REP,1,8.945921902101794e-05
1754,H4TX241512014,"KOLLS, MIKE                                                                                                                                                                                             ",LIB,0,
1755,H4TX251742014,"BETZ, JOHN                                                                                                                                                                                              ",LIB,0,
1756,H4TX270552014,"REED, WESLEY CRAIG                                                                                                                                                                                      ",DEM,0,0.0008101029278014402
1757,H4TX270632014,"SIMONSON, ROXANNE                                                                                                                                                                                       ",LIB,0,
1758,H4TX280462014,"CANSECO, FRANCISCO 'QUICO'                                                                                                                                                                              ",REP,0,1.98798264491151e-05
1759,H4TX280462012,"CANSECO, FRANCISCO RAUL QUICO R.                                                                                                                                                                        ",REP,0,0.0018935534692782134
1760,H4TX280792014,"AIKENS, WILLIAM                                                                                                                                                                                         ",LIB,0,
1761,H4TX300342014,"KOCH, MAX W., III                                                                                                                                                                                       ",LIB,0,
1762,H4TX310402014,"MINOR, LOUIE JR                                                                                                                                                                                         ",DEM,0,9.442917563329671e-05
1763,H4TX320302014,"PEREZ, FRANK ANTHONY                                                                                                                                                                                    ",DEM,0,4.969956612278775e-06
1764,H4TX330202014,"REEVES, JASON                                                                                                                                                                                           ",LIB,0,
1765,H4TX340102014,"SMITH, LARRY STANLEY                                                                                                                                                                                    ",REP,0,0.00027831757028761144
1766,H4TX360802014,"VEACH, RODNEY                                                                                                                                                                                           ",LIB,0,
